"Area","MTU","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]"
"Norway (NO)","12.01.2016 01:00 - 12.01.2016 02:00 (UTC)","1254","15063"
"Norway (NO)","12.01.2016 02:00 - 12.01.2016 03:00 (UTC)","1256","13989"
"Norway (NO)","12.01.2016 03:00 - 12.01.2016 04:00 (UTC)","1259","14940"
"Norway (NO)","12.01.2016 04:00 - 12.01.2016 05:00 (UTC)","1258","17782"
"Norway (NO)","12.01.2016 05:00 - 12.01.2016 06:00 (UTC)","1276","21264"
"Norway (NO)","12.01.2016 06:00 - 12.01.2016 07:00 (UTC)","1280","23812"
"Norway (NO)","12.01.2016 07:00 - 12.01.2016 08:00 (UTC)","1279","23947"
"Norway (NO)","12.01.2016 08:00 - 12.01.2016 09:00 (UTC)","1279","23886"
"Norway (NO)","12.01.2016 09:00 - 12.01.2016 10:00 (UTC)","1286","24104"
"Norway (NO)","12.01.2016 10:00 - 12.01.2016 11:00 (UTC)","1287","24183"
"Norway (NO)","12.01.2016 11:00 - 12.01.2016 12:00 (UTC)","1289","24175"
"Norway (NO)","12.01.2016 12:00 - 12.01.2016 13:00 (UTC)","1292","24133"
"Norway (NO)","12.01.2016 13:00 - 12.01.2016 14:00 (UTC)","1286","23851"
"Norway (NO)","12.01.2016 14:00 - 12.01.2016 15:00 (UTC)","1290","23986"
"Norway (NO)","12.01.2016 15:00 - 12.01.2016 16:00 (UTC)","1292","23996"
"Norway (NO)","12.01.2016 16:00 - 12.01.2016 17:00 (UTC)","1285","23894"
"Norway (NO)","12.01.2016 17:00 - 12.01.2016 18:00 (UTC)","1285","23948"
"Norway (NO)","12.01.2016 18:00 - 12.01.2016 19:00 (UTC)","1287","23893"
"Norway (NO)","12.01.2016 19:00 - 12.01.2016 20:00 (UTC)","1286","23534"
"Norway (NO)","12.01.2016 20:00 - 12.01.2016 21:00 (UTC)","1286","23081"
